Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,digidik,TonyBlairv2,0-1,1515,1853,-3.0,10.0,D01,600+10,Normal,1. d4 { [%eval 0.16] } 1... d5 { [%eval 0.15] } 2. Nc3 { [%eval 0.02] } 2... Nf6 { [%eval -0.01] } 3. Nf3 { [%eval -0.19] } 3... e6 { [%eval 0.0] } 4. a3 { [%eval 0.02] } 4... c5 { [%eval -0.16] } 5. e3 { [%eval -0.17] } 5... c4 { [%eval 0.27] } 6. Ne5 { [%eval -0.02] } 6... a6 { [%eval 0.12] } 7. b4?! { [%eval -0.45] } 7... cxb3?! { [%eval 0.05] } 8. cxb3 { [%eval 0.0] } 8... Qc7 { [%eval 0.37] } 9. Bb2 { [%eval 0.43] } 9... g6 { [%eval 0.63] } 10. Bd3 { [%eval 0.51] } 10... Bd7 { [%eval 0.58] } 11. O-O { [%eval 0.72] } 11... Bd6?! { [%eval 1.24] } 12. f4?! { [%eval 0.69] } 12... Bxe5? { [%eval 2.51] } 13. dxe5?! { [%eval 1.62] } 13... Ne4? { [%eval 3.05] } 14. Nxe4? { [%eval 1.59] } 14... dxe4 { [%eval 1.7] } 15. Bxe4 { [%eval 1.81] } 15... Bb5 { [%eval 2.26] } 16. Re1 { [%eval 1.96] } 16... O-O { [%eval 2.11] } 17. a4?! { [%eval 1.28] } 17... Bc6 { [%eval 1.72] } 18. Bxc6?! { [%eval 1.03] } 18... Nxc6 { [%eval 0.95] } 19. Qd6?! { [%eval 0.09] } 19... Qb6 { [%eval 0.09] } 20. Qd3 { [%eval -0.08] } 20... Rad8?! { [%eval 0.69] } 21. Bd4? { [%eval -1.18] } 21... Nxd4 { [%eval -1.24] } 22. exd4 { [%eval -1.2] } 22... Rxd4 { [%eval -1.2] } 23. Qe3 { [%eval -1.26] } 23... Rfd8 { [%eval -1.16] } 24. Rad1 { [%eval -0.82] } 24... Qa5 { [%eval -0.74] } 25. Rxd4 { [%eval -0.89] } 25... Rxd4 { [%eval -0.8] } 26. Kf2 { [%eval -1.09] } 26... Rd2+ { [%eval -0.6] } 27. Re2 { [%eval -0.73] } 27... Rxe2+?! { [%eval -0.14] } 28. Kxe2 { [%eval -0.13] } 28... b5 { [%eval 0.0] } 29. axb5 { [%eval -0.06] } 29... Qxb5+ { [%eval 0.0] } 30. Qd3 { [%eval 0.0] } 30... Qc6 { [%eval 0.0] } 31. Kf2 { [%eval -0.13] } 31... a5 { [%eval 0.0] } 32. Qd8+ { [%eval 0.0] } 32... Kg7 { [%eval 0.0] } 33. Qf6+ { [%eval 0.0] } 33... Kg8 { [%eval 0.0] } 34. Qd8+ { [%eval 0.0] } 34... Kg7 { [%eval 0.0] } 35. Qxa5 { [%eval -0.07] } 35... Qc2+ { [%eval -0.09] } 36. Kf3 { [%eval -0.1] } 36... Qxb3+ { [%eval -0.11] } 37. Kf2 { [%eval -0.11] } 37... Qc2+ { [%eval -0.11] } 38. Kf3 { [%eval -0.07] } 38... Qd1+ { [%eval -0.16] } 39. Kf2 { [%eval -0.14] } 39... Qc2+ { [%eval -0.14] } 40. Kg3 { [%eval -0.13] } 40... Qf5 { [%eval -0.07] } 41. Qd2 { [%eval -0.07] } 41... h5 { [%eval -0.07] } 42. Qe2 { [%eval -0.07] } 42... g5 { [%eval 0.0] } 43. fxg5 { [%eval 0.0] } 43... Qxg5+ { [%eval 0.0] } 44. Kf2 { [%eval -0.14] } 44... Qh4+ { [%eval -0.15] } 45. Kg1 { [%eval -0.15] } 45... Kh6 { [%eval 0.0] } 46. Qe3+ { [%eval -0.07] } 46... Kh7 { [%eval 0.0] } 47. g3 { [%eval 0.0] } 47... Qd8 { [%eval 0.0] } 48. Qe4+ { [%eval 0.0] } 48... Kh6 { [%eval 0.0] } 49. Qf4+ { [%eval 0.0] } 49... Kg6 { [%eval 0.0] } 50. h4 { [%eval 0.0] } 50... Qd1+ { [%eval 0.0] } 51. Kg2 { [%eval 0.0] } 51... Qe2+ { [%eval 0.0] } 52. Kg1 { [%eval 0.0] } 52... Qg4?! { [%eval 0.89] } 53. Qf6+ { [%eval 0.89] } 53... Kh7 { [%eval 0.9] } 54. Qxf7+ { [%eval 0.96] } 54... Kh8 { [%eval 0.97] } 55. Qf6+ { [%eval 0.72] } 55... Kh7 { [%eval 1.01] } 56. Qf4 { [%eval 0.67] } 56... Qxf4?? { [%eval 60.97] } 57. gxf4 { [%eval 59.88] } 57... Kg6 { [%eval 50.23] } 58. Kg2 { [%eval 49.33] } 58... Kf5 { [%eval 49.26] } 59. Kg3?? { [%eval -66.73] } 59... Ke4 { [%eval -66.73] } 60. f5 { [%eval -66.73] } 60... Kxf5 { [%eval -66.66] } 61. Kf3 { [%eval -59.26] } 61... Kxe5 { [%eval -54.06] } 62. Ke3 { [%eval -115.04] } 62... Kd5 { [%eval -58.95] } 63. Kf4 { [%eval -58.65] } 63... e5+ { [%eval -49.22] } 64. Ke3 { [%eval -49.15] } 64... e4 { [%eval -49.1] } 65. Kf4?! { [%eval #-12] } 65... Kd4 { [%eval #-11] } 66. Kg5 { [%eval #-10] } 66... e3 { [%eval #-9] } 67. Kxh5 { [%eval #-9] } 67... e2 { [%eval #-8] } 68. Kg5 { [%eval #-8] } 68... e1=Q { [%eval #-7] } 69. h5 { [%eval #-6] } 69... Qg3+ { [%eval #-7] } 70. Kh6 { [%eval #-4] } 70... Ke5 { [%eval #-3] } 71. Kh7 { [%eval #-3] } 71... Kf6 { [%eval #-2] } 72. h6 { [%eval #-2] } 72... Qg6+?! { [%eval #-2] } 73. Kh8 { [%eval #-2] } 73... Qxh6+ { [%eval #-1] } 74. Kg8 { [%eval #-1] } 74... Qg7# 0-1
 Classical ,Firthunands,Brebis,1-0,1614,2003,19.0,-100.0,C20,600+0,Normal,1. e4 e5 2. Qf3 Nf6 3. Bc4 Bc5 4. h3 a6 5. d3 b5 6. Bb3 O-O 7. Bg5 Be7 8. a3 c6 9. Ne2 Bb7 10. Ng3 d5 11. Nc3 dxe4 12. Ncxe4 Nxe4 13. Bxe7 Qxe7 14. Qxe4 c5 15. Bd5 Bxd5 16. Qxd5 Rd8 17. Qxa8 1-0
 Classical ,FelipeFerreira,folxc,0-1,1657,1807,-7.0,8.0,A00,300+8,Time forfeit,1. g3 { [%eval -0.17] } 1... e5 { [%eval -0.13] } 2. Bg2 { [%eval -0.27] } 2... d5 { [%eval -0.46] } 3. e4 { [%eval -0.44] } 3... d4 { [%eval -0.21] } 4. d3 { [%eval -0.2] } 4... Nf6 { [%eval -0.19] } 5. Nf3 { [%eval -0.28] } 5... Bg4 { [%eval 0.06] } 6. h3 { [%eval 0.05] } 6... Be6?! { [%eval 0.94] } 7. Nxe5 { [%eval 1.08] } 7... Bd6 { [%eval 1.16] } 8. Ng4 { [%eval 0.75] } 8... Nc6 { [%eval 0.91] } 9. Bg5 { [%eval 0.73] } 9... Be7 { [%eval 0.78] } 10. Bxf6 { [%eval 0.72] } 10... Bxf6 { [%eval 0.79] } 11. Nxf6+ { [%eval 0.78] } 11... Qxf6 { [%eval 0.81] } 12. Qf3 { [%eval 0.54] } 12... Qxf3 { [%eval 0.68] } 13. Bxf3 { [%eval 0.83] } 13... h5 { [%eval 1.08] } 14. h4 { [%eval 0.89] } 14... Ne5 { [%eval 1.13] } 15. Nd2 { [%eval 1.16] } 15... Nxf3+ { [%eval 1.13] } 16. Nxf3 { [%eval 1.14] } 16... c5 { [%eval 1.17] } 17. Ng5 { [%eval 1.18] } 17... Bd7 { [%eval 1.16] } 18. a4 { [%eval 1.18] } 18... f6 { [%eval 1.13] } 19. Nf3 { [%eval 1.08] } 19... Bg4 { [%eval 1.19] } 20. Nd2 { [%eval 1.16] } 20... O-O { [%eval 1.26] } 21. Nc4 { [%eval 1.18] } 21... Rfe8 { [%eval 1.25] } 22. Nd6 { [%eval 1.08] } 22... Re7 { [%eval 1.11] } 23. a5 { [%eval 0.85] } 23... Rd8 { [%eval 1.01] } 24. Nc4 { [%eval 0.86] } 24... f5 { [%eval 0.94] } 25. Nd2 { [%eval 0.98] } 25... fxe4 { [%eval 0.93] } 26. Nxe4?! { [%eval -0.06] } 26... Bf3 { [%eval -0.06] } 27. O-O { [%eval -0.06] } 27... Bxe4 { [%eval 0.0] } 28. dxe4 { [%eval 0.0] } 28... Rxe4 { [%eval 0.0] } 29. Rfe1 { [%eval 0.0] } 29... Rde8 { [%eval 0.0] } 30. Rxe4 { [%eval -0.04] } 30... Rxe4 { [%eval -0.01] } 31. Kf1 { [%eval -0.04] } 31... Kf7 { [%eval 0.0] } 32. a6 { [%eval -0.27] } 32... b6 { [%eval -0.22] } 33. Ra4 { [%eval -0.7] } 33... Ke6 { [%eval -0.62] } 34. c3?! { [%eval -1.45] } 34... Kd5 { [%eval -1.46] } 35. cxd4 { [%eval -1.12] } 35... Rxd4 { [%eval -1.25] } 36. Ra1 { [%eval -1.25] } 36... Rd2 { [%eval -1.31] } 37. b3 { [%eval -1.38] } 37... Kd4 { [%eval -1.15] } 38. Re1 { [%eval -1.07] } 38... Ra2 { [%eval -1.0] } 39. Re7?! { [%eval -1.64] } 39... Rxa6 { [%eval -1.56] } 40. Rxg7 { [%eval -1.65] } 40... Ra1+? { [%eval 0.0] } 41. Kg2 { [%eval 0.0] } 41... Kc3 { [%eval 0.0] } 42. Rg5? { [%eval -1.94] } 42... Kxb3 { [%eval -1.81] } 43. Rxh5? { [%eval -2.98] } 43... c4 { [%eval -1.95] } 44. Re5?? { [%eval -6.48] } 44... c3 { [%eval -6.34] } 45. Re3 { [%eval -6.15] } 45... a5 { [%eval -5.48] } 46. h5 { [%eval -4.24] } 46... a4?? { [%eval 0.0] } 47. h6 { [%eval 0.0] } 47... Rd1 { [%eval 0.0] } 48. h7?? { [%eval -8.15] } 48... Rd8 { [%eval -6.71] } 49. g4? { [%eval -8.12] } 49... Rh8 { [%eval -7.33] } 50. Rh3?! { [%eval -7.92] } 50... Kb2 { [%eval -5.06] } 51. g5?? { [%eval -11.05] } 51... c2 { [%eval -10.98] } 52. Rh1 { [%eval -19.2] } 52... Rxh7 { [%eval -17.64] } 53. Rxh7 { [%eval -15.7] } 53... c1=Q { [%eval -13.07] } 54. g6 { [%eval -39.77] } 54... Qc6+ { [%eval -39.77] } 55. Kf1 { [%eval -48.5] } 55... Qxg6 { [%eval -39.77] } 56. Rh2 { [%eval -48.8] } 56... Qd3+ { [%eval -48.8] } 57. Kg2 { [%eval -118.11] } 57... a3 { [%eval -50.11] } 58. Rh3?! { [%eval #-14] } 58... Qe4+ { [%eval #-15] } 59. f3 { [%eval #-15] } 59... Qe2+ { [%eval #-16] } 60. Kg3 { [%eval #-15] } 60... a2 { [%eval #-15] } 61. Rh2 { [%eval #-12] } 61... Qxh2+ { [%eval #-11] } 62. Kxh2 { [%eval #-11] } 62... a1=Q { [%eval #-10] } 63. Kg3 { [%eval #-11] } 63... Qe1+ { [%eval #-10] } 64. Kg4 { [%eval #-10] } 64... Qe6+?! { [%eval -49.03] } 65. Kg3?! { [%eval #-9] } 65... Qf5 { [%eval #-8] } 66. Kf2 { [%eval #-8] } 66... Kc2 { [%eval #-7] } 67. Ke3 { [%eval #-7] } 67... Kc3 { [%eval #-7] } 68. Kf2 { [%eval #-6] } 68... b5 { [%eval #-7] } 69. Ke3 { [%eval #-7] } 69... b4 { [%eval #-6] } 70. Ke2 { [%eval #-6] } 70... b3 { [%eval #-5] } 71. Kf2 { [%eval #-5] } 71... b2 { [%eval #-4] } 72. Kg3 { [%eval #-4] } 72... b1=Q { [%eval #-3] } 73. Kf2 { [%eval #-3] } 73... Qbc2+ { [%eval #-2] } 0-1
 Classical ,rogersantana,Airon8,0-1,1627,2118,-2.0,2.0,C42,900+0,Normal,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nc4 Nxe4 5. Qe2 Qe7 6. d3 Nf6 7. Qxe7+ Bxe7 8. Bg5 O-O 9. Nbd2 d5 10. Ne3 c6 11. O-O-O Nbd7 12. Nf5 Bd8 13. Bxf6 Nxf6 14. Nd6 Bc7 15. Nxc8 Raxc8 16. Re1 Rfe8 17. Rxe8+ Rxe8 18. c4 Re1+ 19. Kc2 h6 20. Nf3 Ra1 21. a3 dxc4 22. Nd2 cxd3+ 23. Kxd3 Nd5 24. h4 Be5 25. Kc2 Bf6 26. Rh3 Re1 27. Bc4 Nf4 28. Rf3 Nd5 29. Rd3 Bxh4 30. Bxd5 cxd5 31. Rxd5 Bxf2 32. Rd7 Be3 33. Rxb7 Re2 34. Rd7 Rxg2 35. Rd3 Rxd2+ 36. Rxd2 Bxd2 37. Kxd2 h5 38. b4 Kf8 39. a4 Ke7 40. a5 Kd7 41. b5 Kc7 42. Ke2 g5 43. Kf2 f5 44. Kg3 f4+ 45. Kf3 Kb7 46. Kg2 g4 47. Kh2 h4 48. Kg2 h3+ 49. Kh2 f3 50. Kg3 Kc7 51. b6+ axb6 52. axb6+ Kxb6 53. Kh2 Kc5 54. Kg3 Kd4 55. Kf2 Ke4 56. Kg3 Kf5 57. Kh2 Kf4 58. Kg1 g3 59. Kh1 Ke3 60. Kg1 h2+ 61. Kh1 f2 62. Kg2 h1=Q+ 63. Kxg3 f1=Q 64. Kg4 Qhg2+ 65. Kh5 Qfh1# 0-1
 Classical ,Chaturanja,ibonuribeetxebarria,0-1,1578,2233,-1.0,0.0,C48,900+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Nc3 Bc5 5. O-O d6 6. d3 a6 7. Bc4 O-O 8. Qe2 Bg4 9. h3 Nd4 10. Be3 Nxe2+ 11. Nxe2 Bxf3 12. gxf3 Bxe3 13. fxe3 d5 14. exd5 Nxd5 15. Bb3 Nxe3 16. Rf2 Qg5+ 17. Kh2 Qh4 0-1
 Classical ,equatorbear,Brebis,0-1,1579,1903,-3.0,15.0,B25,600+0,Normal,1. e4 { [%eval 0.27] } 1... c5 { [%eval 0.31] } 2. Nc3 { [%eval 0.15] } 2... Nc6 { [%eval 0.25] } 3. Nf3 { [%eval 0.38] } 3... g6 { [%eval 0.68] } 4. Bc4?! { [%eval 0.09] } 4... Bg7 { [%eval 0.08] } 5. d3 { [%eval 0.1] } 5... Nf6 { [%eval 0.14] } 6. e5 { [%eval 0.15] } 6... Ng4 { [%eval 0.22] } 7. Bxf7+ { [%eval 0.37] } 7... Kxf7 { [%eval 0.37] } 8. Ng5+ { [%eval 0.41] } 8... Ke8 { [%eval 0.58] } 9. Qxg4 { [%eval 0.58] } 9... Nxe5 { [%eval 0.57] } 10. Qe2 { [%eval 0.26] } 10... d5 { [%eval 0.39] } 11. Bf4?! { [%eval -0.23] } 11... Nc6 { [%eval -0.45] } 12. Qf3 { [%eval -0.93] } 12... Bf5? { [%eval 0.4] } 13. O-O-O? { [%eval -1.12] } 13... Bxc3 { [%eval -0.94] } 14. bxc3 { [%eval -0.9] } 14... e5?? { [%eval 2.89] } 15. Rhe1 { [%eval 2.56] } 15... Qf6 { [%eval 2.99] } 16. Qxd5 { [%eval 2.87] } 16... Rd8? { [%eval 4.43] } 17. Qxc5? { [%eval 2.22] } 17... b6?? { [%eval 5.89] } 18. Qb5? { [%eval 3.17] } 18... Kf8 { [%eval 3.13] } 19. Bg3?? { [%eval -0.66] } 19... Qxg5+ { [%eval -0.63] } 20. Kb2 { [%eval -0.77] } 20... Qf6 { [%eval -0.74] } 21. d4? { [%eval -2.65] } 21... exd4 { [%eval -2.65] } 22. cxd4 { [%eval -2.68] } 22... Rxd4 { [%eval -2.73] } 23. Rxd4 { [%eval -2.72] } 23... Qxd4+ { [%eval -2.62] } 24. c3?? { [%eval -11.32] } 24... Qd2+ { [%eval -11.02] } 25. Kb3?! { [%eval #-14] } 25... Bc2+ { [%eval #-13] } 26. Ka3 { [%eval #-13] } 26... Qxc3+ { [%eval -61.04] } 27. Qb3 { [%eval -51.27] } 27... Bxb3 { [%eval -23.84] } 28. axb3?! { [%eval #-7] } 28... Qxe1 { [%eval #-6] } 29. Bd6+ { [%eval #-6] } 29... Kf7 { [%eval #-5] } 0-1
 Classical ,lucho_mons,Eddy2017,0-1,1452,2186,-1.0,0.0,D00,480+0,Normal,1. d4 d5 2. Nc3 c6 3. Bf4 Bf5 4. Qd2 Nd7 5. O-O-O e6 6. Qe3 Ngf6 7. f3 b5 8. g4 Bg6 9. h4 h5 10. gxh5 Nxh5 11. Bg5 Qa5 12. Kb1 b4 13. Nxd5 cxd5 14. b3 Rc8 15. f4 Bxc2+ 0-1
 Classical ,KARAT23,mariomaster,0-1,1602,1905,-3.0,4.0,C45,600+0,Normal,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 c5 6. Qe5+ Qe7 7. Qxe7+ Bxe7 8. Nc3 b6 9. Nd5 Bd6 10. Bf4 Bxf4 11. Nxf4 Bb7 12. Nd5 Bxd5 13. exd5 Nf6 14. c4 O-O 15. O-O-O Ne4 16. Rg1 Nxf2 17. Rd2 Ne4 18. Re2 f5 19. g3 Rae8 20. Bg2 Nd6 21. Rxe8 Rxe8 22. Bh3 g6 23. b3 Re2 24. Rg2 Re1+ 25. Kb2 Ne4 26. g4 f4 27. g5 f3 28. Rg4 f2 29. Rf4 Re2+ 30. Ka3 Nxg5 31. Bxd7 Kg7 32. d6 Ne4 33. Bg4 Rd2 34. d7 Nf6 35. Bh3 Nxd7 36. Bxd7 Rxd7 37. Rxf2 Rf7 38. Rxf7+ Kxf7 39. b4 cxb4+ 40. Kxb4 Ke7 41. Kb5 Kd6 42. a4 Kc7 43. h3 h6 44. h4 g5 45. hxg5 hxg5 46. a5 g4 47. axb6+ axb6 48. c5 bxc5 49. Kxc5 g3 50. Kc4 g2 51. Kd3 g1=Q 52. Ke2 Kd6 53. Kd3 Ke5 54. Kc4 Qd1 55. Kc3 Ke4 56. Kc4 Qc1+ 57. Kb3 Kd4 58. Kb4 Qb1+ 59. Ka5 Kc4 60. Ka6 Kc5 61. Ka7 Kc6 62. Ka8 Qb7# 0-1
 Classical ,Tchokonorris,mtbchess2,0-1,1218,1893,-1.0,0.0,A00,600+0,Normal,1. g3 Nf6 2. h4 d5 3. Rh3 Bxh3 4. Nxh3 e5 5. f4 exf4 6. gxf4 Nh5 7. Nc3 Nxf4 8. Nxf4 Qxh4# 0-1
 Classical ,Chaturanja,ccschoch,1-0,1577,1812,20.0,-19.0,A48,900+0,Normal,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. c4 d6 5. g3 Nc6 6. Bg2 Ng4 7. O-O Bf5 8. Bh3 a6 9. Nbd2 Nxh2 10. Kxh2 Nb4 11. g4 Be6 12. Qa4+ Nc6 13. d5 b5 14. Qb3 bxc4 15. Qxc4 Ne5 16. Nxe5 dxe5 17. dxe6 fxe6 18. Ne4 Rb8 19. Qxe6 Qd6 20. Nxd6+ 1-0
 Classical ,baccano2,Temurleng,0-1,1497,1811,-3.0,3.0,B21,600+0,Normal,1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Bc4 Nc6 5. Nxc3 d6 6. b3 e6 7. Bb2 Nge7 8. Qc2 Ng6 9. Nb5 a6 10. Ba3 axb5 11. Bxb5 Bd7 12. Bxd6 Bxd6 13. Rd1 Qe7 14. e5 Ngxe5 15. Nf3 Nxf3+ 16. gxf3 Bb4+ 17. Kf1 O-O 18. Qe4 Rxa2 19. Bd3 f5 20. Qf4 Bc5 21. Rd2 Rxd2 22. Qxd2 Ne5 23. Bc2 Bb5+ 24. Ke1 Nxf3+ 25. Kd1 Nxd2 0-1
 Classical ,sp24zeem,uzzan,0-1,1644,1832,-6.0,6.0,B00,480+0,Normal,1. e4 b6 2. Bb5 Bb7 3. d3 a6 4. Ba4 b5 5. Bb3 f5 6. Qh5+ g6 7. Qf3 Nf6 8. exf5 Bxf3 9. Nxf3 gxf5 10. Bd2 Nc6 11. Bc3 Bg7 12. Ng5 e6 13. O-O h6 14. Nf3 Qe7 15. Nbd2 O-O-O 16. Rfe1 Rdg8 17. a4 b4 18. Bxf6 Bxf6 19. d4 Qg7 20. g3 Nxd4 21. c3 bxc3 22. bxc3 Nxf3+ 23. Nxf3 Bxc3 24. Rec1 Bxa1 0-1
 Classical ,carlos1234,olegrun,0-1,1689,1910,-5.0,5.0,C23,300+6,Normal,1. e4 e5 2. Bc4 Nc6 3. Nc3 d6 4. Nge2 Be7 5. d4 Nf6 6. d5 Nb8 7. f4 Nbd7 8. Bb5 a6 9. Bxd7+ Nxd7 10. f5 Nf6 11. Bg5 c5 12. Bxf6 Bxf6 13. Ng3 Bd7 14. Qe2 Bh4 15. O-O-O Bxg3 16. hxg3 Qg5+ 17. Kb1 Qxg3 18. Rh3 Qg5 19. Rdh1 h6 20. Rh5 Qe7 21. g4 O-O-O 22. Qe3 f6 23. Qe2 Be8 24. R5h4 Qc7 25. Nd1 b5 26. c4 Qb7 27. R4h3 Qa7 28. Ra3 b4 29. Rb3 Ba4 30. Rd3 Rd7 31. b3 Bb5 32. cxb5 axb5 33. Rd2 Qa5 34. Ne3 Ra7 35. Nf1 Kd7 36. Ng3 Ke7 37. Qh2 c4 38. bxc4 bxc4 39. Nh5 Kf7 40. Ng3 Rb8 41. Qh5+ Kf8 42. Qg6 c3 43. Re2 b3 44. Rhh2 c2+ 45. Kb2 Qa3+ 46. Ka1 Qxa2# 0-1
 Classical ,kikoskate,Crapablanca_1984,0-1,1541,1844,-4.0,12.0,A22,300+5,Normal,1. c4 e5 2. Nc3 Nf6 3. d4 exd4 4. Qxd4 Nc6 5. Qe3+ Be7 6. Nd5 O-O 7. Nxf6+ Bxf6 8. Qb3 Re8 9. Nf3 d6 10. e3 Be6 11. Bd3 a5 12. Qxb7 Qd7 13. O-O Reb8 14. Qxb8+ Rxb8 15. b3 Bxa1 16. Ba3 Nb4 17. Be4 Bf6 18. Rd1 Bf5 19. Bd5 Bc2 20. Rd2 Bc3 21. Bxb4 Bxd2 22. Bxd2 a4 23. Ng5 axb3 24. Bxf7+ Kh8 25. axb3 Rxb3 26. h4 Qg4 27. g3 Qd1+ 28. Kg2 Qxd2 29. c5 Rxe3 0-1
 Classical ,Aye2005,mtlben,0-1,1610,1855,-4.0,5.0,C50,840+8,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. Nc3 a6 5. O-O Bg4 6. h3 Bh5 7. Be2 Nf6 8. d3 h6 9. Be3 Be7 10. Qd2 d5 11. exd5 Nxd5 12. Nxd5 Qxd5 13. c4 Qe6 14. a3 Rd8 15. Rfe1 Bg6 16. Qc3 Bf6 17. Nd2 e4 18. Qb3 exd3 19. Bg4 Bf5 20. Bxh6 Ne5 21. Nf3 Rxh6 22. Qxb7 Bxg4 23. hxg4 Kf8 24. Qxc7 Nxf3+ 25. gxf3 Qd6 26. Qxd6+ Rxd6 27. Rab1 d2 28. Red1 Rd3 29. Kg2 Bg5 30. c5 a5 31. b4 Rxa3 32. b5 Rc3 33. c6 Rc5 34. Kg3 Rc1 35. b6 Rhxc6 36. b7 Rxb1 37. Rxb1 d1=Q 38. b8=Q+ Qd8 39. Qxd8+ Bxd8 40. Kf4 a4 41. Ke4 a3 42. Ra1 Be7 43. Ra2 Rb6 44. Kd3 Rb2 45. Rxb2 axb2 46. Kc2 Bf6 47. f4 Ke7 48. g5 Bd4 49. f5 Kd6 50. f4 Kc5 51. f6 gxf6 52. gxf6 Kb4 53. f5 Ka3 54. Kb1 Bxf6 55. Kc2 Ka2 0-1
 Classical ,lidingo,bloomie4452,0-1,1152,1815,-1.0,0.0,B20,300+8,Normal,1. e4 c5 2. a3 Nc6 3. c3 e6 4. Bb5 Nf6 5. Bxc6 dxc6 6. d3 Be7 7. h3 O-O 8. g4 Ne8 9. f4 f5 10. Nf3 fxe4 11. dxe4 Nd6 12. Qe2 Bh4+ 13. Nxh4 Qxh4+ 14. Qf2 Qxf2+ 15. Kxf2 Nxe4+ 16. Kf3 Nd6 17. h4 Nc4 18. b3 Nb6 19. g5 Nd5 20. Kg3 Bd7 21. Nd2 Rf5 22. Ne4 Raf8 23. Kh3 Nxf4+ 24. Bxf4 Rxf4 25. Rae1 e5+ 26. Kh2 Bf5 27. Ng3 Rxh4+ 28. Kg2 Rg4 29. Rxe5 Rxg5 30. Rxc5 Be4+ 31. Kh2 Rxc5 0-1
 Classical ,TyD7,caballo3d,0-1,1671,1899,-5.0,6.0,A40,300+10,Normal,1. d4 Nc6 2. Nf3 Nf6 3. Bg5 d6 4. e3 Bg4 5. Bb5 Qd7 6. d5 a6 7. dxc6 bxc6 8. Bc4 d5 9. Bd3 e5 10. Nxe5 Qe6 11. Nxg4 Nxg4 12. f3 Nxe3 13. Bxe3 Qxe3+ 14. Qe2 Bb4+ 15. c3 Qxe2+ 16. Bxe2 Bc5 17. Nd2 O-O 18. O-O-O Be3 19. h4 Rfe8 20. Bd3 a5 21. h5 c5 22. g4 c4 23. Bf5 g6 24. hxg6 fxg6 25. Bd7 Red8 26. Bc6 Ra6 27. Bb5 Rb6 28. a4 Rf6 29. Kb1 Ra8 30. b3 c6 31. bxc4 cxb5 32. cxb5 Rd8 33. Nb3 Bb6 34. Rd2 Rxf3 35. Rdh2 Rd7 36. Kc2 Rc7 37. Kb2 Rfxc3 38. g5 Rg3 39. Re2 Rxg5 40. Re8+ Kg7 41. Rb8 Rg2+ 42. Ka3 Bc5+ 43. Nxc5 Rxc5 44. Ra8 Rc3# 0-1
 Classical ,afiacorp,obanebane,0-1,1664,1828,-8.0,6.0,C00,600+0,Normal,1. e4 e6 2. Nf3 d6 3. d3 b6 4. Ng5 Be7 5. Nf3 Bb7 6. Be3 Nc6 7. Nc3 Nf6 8. h3 Qd7 9. Qd2 O-O-O 10. Be2 h6 11. d4 g5 12. d5 exd5 13. e5 dxe5 14. Nxd5 Nxd5 15. Nh2 Nxe3 16. Qxe3 Bc5 17. Qe4 Qd2+ 18. Kf1 Rd4 19. Qf5+ Kb8 20. Nf3 Rf4 21. Nxd2 Rxf5 22. f3 Bd4 23. c3 Bc5 24. Ne4 Be7 25. g4 Rf4 26. Rd1 h5 27. Kf2 f5 28. gxf5 Rxf5 29. Rd7 Rhf8 0-1
 Classical ,Juankaer,d12345,1-0,1632,2125,21.0,-45.0,B01,600+0,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Nf3 e6 5. d4 c6 6. Bd2 Qc7 7. Bd3 Nf6 8. O-O b5 9. Re1 Bb7 10. Ne4 Be7 11. g3 O-O 12. Bf4 Qa5 13. Nxf6+ Bxf6 14. Ng5 g6 15. h4 Bxd4 16. h5 b4 17. Qg4 Nd7 18. hxg6 hxg6 19. Qh4 Nf6 20. Bxg6 fxg6 21. Rxe6 Nh5 22. Rxg6+ Bg7 23. Qxh5 Rxf4 24. Qh7+ 1-0
